Age,Income,SpendingScore,NumPurchases,LoyaltyLevel,LoyaltyLevel_Encoded,Age_scaled,Income_scaled,SpendingScore_scaled,NumPurchases_scaled,LoyaltyLevel_Encoded_scaled
40.0,52681.47,81.15937698,16.0,Silver,2,-0.32,0.606652524805096,1.0720335447896483,0.16666666666666666,0.0
48.0,16388.62,46.27755304,21.0,Silver,2,0.0,-0.7840134633791946,-0.22629673992714622,1.0,0.0
59.0,49926.93,34.62627372,15.0,Bronze,1,0.44,0.5011043220298068,-0.6599669752586103,0.0,-0.5
24.0,32127.42,46.50724296,15.0,Gold,3,-0.96,-0.18093561595649532,-0.2177474914777781,0.0,0.5
33.0,23351.61,20.29955683,27.0,Gold,3,-0.6,-0.5172062721812772,-1.1932192057281448,2.0,0.5
77.0,26257.95,70.95884124,14.0,Bronze,1,1.16,-0.4058414113863953,0.6923611832079148,-0.16666666666666666,-0.5
19.0,54226.7,43.29208554,14.0,Gold,3,-1.16,0.6658625015614545,-0.33741830501373765,-0.16666666666666666,0.5
18.0,41647.76,35.22738376,14.0,Bronze,1,-1.2,0.18386387027703094,-0.6375931633065245,-0.16666666666666666,-0.5
65.0,37240.54,46.63889869,15.0,Bronze,1,0.68,0.0149884318243999,-0.2128471565150905,0.0,-0.5
29.0,41017.25,72.36031309,14.0,Bronze,1,-0.76,0.15970404782687672,0.7445251224893847,-0.16666666666666666,-0.5
48.0,57759.83,52.62916802,15.0,Bronze,1,0.0,0.801244642198896,0.010115613382692124,0.0,-0.5
54.0,34594.51,21.80612461,12.0,Bronze,1,0.24,-0.08640189505032271,-1.1371435091671769,-0.5,-0.5
49.0,37315.33,59.29961659,22.0,Silver,2,0.04,0.017854227959349465,0.25839521613436034,1.1666666666666667,0.0
26.0,64156.8,31.42040091,18.0,Silver,2,-0.88,1.0463631326573546,-0.7792922079451993,0.5,0.0
36.0,30767.27,6.877979373,20.0,Silver,2,-0.48,-0.23305371480596182,-1.6927813992381242,0.8333333333333334,0.0
65.0,49467.46,79.92014425,16.0,Bronze,1,0.68,0.48349839409659023,1.0259082794956436,0.16666666666666666,-0.5
48.0,28230.2,59.1445975,20.0,Bronze,1,0.0,-0.33026892272274755,0.25262527762419446,0.8333333333333334,-0.5
20.0,29497.66,48.43458672,16.0,Silver,2,-1.12,-0.2817025105125172,-0.14601016555777532,0.16666666666666666,0.0
37.0,34474.5,43.08780971,12.0,Silver,2,-0.44,-0.09100042686146458,-0.34502162005198966,-0.5,0.0
41.0,46987.48,77.94159001,18.0,Bronze,1,-0.28,0.38847075539152104,0.9522648572317894,0.5,-0.5
71.0,65978.95,111.743103,20.0,Gold,3,0.92,1.116184103740364,2.2103850765085205,0.8333333333333334,0.5
50.0,38111.55,58.97561037,12.0,Gold,3,0.08,0.048363710491366035,0.24633543713352024,-0.5,0.5
41.0,17155.63,29.40730635,13.0,Gold,3,-0.28,-0.754623246860039,-0.8542212494351848,-0.3333333333333333,0.5
50.0,49797.65,46.91068962,8.0,Silver,2,0.08,0.4961505832368362,-0.20273087371585038,-1.1666666666666667,0.0
48.0,91524.68,58.61145344,17.0,Bronze,1,0.0,2.095042965867176,0.23278121555893322,0.3333333333333333,-0.5
53.0,38343.27,3.00943386,9.0,Gold,3,0.2,0.05724273549992985,-1.8367718570184455,-1.0,0.5
55.0,15453.89,56.68998404,18.0,Bronze,1,0.28,-0.8198303589697999,0.16126253816787342,0.5,-0.5
42.0,39530.45,58.72850259,16.0,Silver,2,-0.24,0.10273298627529268,0.23713788155514828,0.16666666666666666,0.0
35.0,36260.84,76.52684396,14.0,Bronze,1,-0.52,-0.022551619966081023,0.8996068412674308,-0.16666666666666666,-0.5
46.5,34767.75,74.44246605,17.0,Gold,3,-0.06,-0.07976370114179683,0.8220245746404725,0.3333333333333333,0.5
48.0,58261.98,52.22344321,20.0,Bronze,1,0.0,0.8204859783289257,-0.004985799003026442,0.8333333333333334,-0.5
71.0,72340.35,80.29273813,17.0,Platinum,4,0.92,1.3599396263084609,1.0397765313145915,0.3333333333333333,1.0
52.0,51112.93,90.71356638,15.0,Gold,3,0.16,0.546549357676954,1.427648361987197,0.0,0.5
50.0,33978.08,50.5590291,19.0,Silver,2,0.08,-0.11002220139431176,-0.06693666628106802,0.6666666666666666,0.0
78.0,63757.33,58.36374157,16.0,Gold,3,1.2,1.0310562790401825,0.22356117525203795,0.16666666666666666,0.5
58.0,17207.23,14.65405294,14.0,Silver,2,0.4,-0.7526460429482408,-1.4033495213183298,-0.16666666666666666,0.0
50.0,25386.48,20.98053475,12.0,Gold,3,0.08,-0.4392343162897844,-1.1678726453452863,-0.5,0.5
50.0,26841.01,33.23607372,20.0,Silver,2,0.08,-0.3834997735411798,-0.7117113669772874,0.8333333333333334,0.0
50.0,35757.83,41.12763391,24.0,Gold,3,0.08,-0.0418259094946403,-0.4179809816062058,1.5,0.5
31.0,46787.31,28.07753951,24.0,Silver,2,-0.68,0.38080066029414356,-0.9037162690463683,1.5,0.0
38.0,32847.91,49.28009176,15.0,Platinum,4,-0.4,-0.1533279483903795,-0.1145397699385294,0.0,1.0
65.0,23086.01,41.72581665,14.0,Silver,2,0.68,-0.5273835078203012,-0.3957161261768348,-0.16666666666666666,0.0
37.0,59125.95,71.41790463,11.0,Silver,2,-0.44,0.853591498942809,0.7094479015763968,-0.6666666666666666,0.0
25.0,32282.21,40.50452709,15.0,Gold,3,-0.92,-0.17500438740015303,-0.44117353186995134,0.0,0.5
24.0,38218.1,4.265641036,13.0,Gold,3,-0.96,0.052446483297608315,-1.79001478883059,-0.3333333333333333,0.5
50.0,47836.0,52.51502345,21.0,Silver,2,0.08,0.4209842643690229,0.005867058252034676,1.0,0.0
34.0,37028.34,49.71603951,12.0,Bronze,1,-0.56,0.00685737232665551,-0.09831343477461335,-0.5,-0.5
50.0,37109.78,32.75900237,10.0,Silver,2,0.08,0.009977982531633402,-0.729468356483947,-0.8333333333333334,0.0
65.0,60793.41,51.89999767,15.0,Platinum,4,0.68,0.9174850732600032,-0.017024709031381438,0.0,1.0
46.5,39170.72,28.49470824,10.0,Gold,3,-0.06,0.08894888621344772,-0.8881889045104001,-0.8333333333333334,0.5
76.0,55904.41,56.59679907,15.0,Gold,3,1.12,0.7301488344076398,0.1577941166530029,0.0,0.5
39.0,47683.17,102.6584887,15.0,Bronze,1,-0.36,0.41512813890700473,1.8722482322038916,0.0,-0.5
47.0,91524.68,13.88789054,16.0,Silver,2,-0.04,2.095042965867176,-1.4318667183732297,0.16666666666666666,0.0
55.0,44565.12,39.67515826,18.0,Silver,2,0.28,0.2956509943879598,-0.47204332443129565,0.5,0.0
68.0,49960.43,36.46989757,16.0,Gold,3,0.8,0.502387971856265,-0.5913457735061318,0.16666666666666666,0.5
71.0,62996.12,41.33480233,11.0,Bronze,1,0.92,1.001888306371578,-0.4102700019800948,-0.6666666666666666,-0.5
25.0,37489.23,70.39849159,19.0,Gold,3,-0.92,0.024517711685351974,0.6715045066225148,0.6666666666666666,0.5
44.0,26398.79,60.85653119,14.0,Silver,2,-0.16,-0.4004447176085334,0.31634486290096037,-0.16666666666666666,0.0
44.0,28650.53,66.97533005,9.0,Bronze,1,-0.16,-0.31416275760169754,0.5440916080165082,-1.0,-0.5
38.0,28788.94,50.6099101,19.0,Bronze,1,-0.4,-0.30885917633363547,-0.06504283345482847,0.6666666666666666,-0.5
47.0,22580.33,23.5580136,11.0,Bronze,1,-0.04,-0.5467601061559245,-1.07193675463819,-0.6666666666666666,-0.5
45.0,42569.89,27.70629277,17.0,Silver,2,-0.12,0.21919796026126687,-0.9175343792023472,0.3333333333333333,0.0
48.0,26509.06,64.92519415,15.0,Bronze,1,0.0,-0.39621940219469615,0.46778385727120353,0.0,-0.5
48.0,40031.68,53.41663797,15.0,Bronze,1,0.0,0.12193906993247629,0.03942589503963845,0.0,-0.5
78.0,33545.66,75.20414812,15.0,Gold,3,1.2,-0.12659162999004475,0.8503750101139103,0.0,0.5
65.0,35567.56,55.86524206,18.0,Bronze,1,0.68,-0.0491166573298704,0.13056496078335517,0.5,-0.5
36.0,47955.48,26.33970013,17.0,Bronze,1,-0.48,0.42556248769037314,-0.9684000854921048,0.3333333333333333,-0.5
21.0,27696.2,39.56196372,15.0,Silver,2,-1.08,-0.35073068413554404,-0.4762565186610292,0.0,0.0
52.0,49983.36,61.29628299,19.0,Silver,2,0.16,0.5032666014240467,0.3327127879464168,0.6666666666666666,0.0
46.5,79511.26,64.20664992,16.0,Gold,3,-0.06,1.6347138763695774,0.4410390478162224,0.16666666666666666,0.5
66.0,43111.91,67.10217264,22.0,Silver,2,0.72,0.23996703127430813,0.5488127939347732,1.1666666666666667,0.0
34.0,24561.91,29.02951774,19.0,Gold,3,-0.56,-0.47083011143613196,-0.8682828533933883,0.6666666666666666,0.5
61.0,26701.93,25.97939668,16.0,Silver,2,0.52,-0.388829027805771,-0.9818108773597432,0.16666666666666666,0.0
47.0,32076.17,46.20394961,17.0,Bronze,1,-0.04,-0.18289940860145004,-0.22903632035712618,0.3333333333333333,-0.5
63.0,26972.01,78.80147033,22.0,Bronze,1,0.6,-0.3784801279511492,0.9842703126405519,1.1666666666666667,-0.5
23.0,22123.81,36.12263358,15.0,Silver,2,-1.0,-0.5642529962686021,-0.6042712259074776,0.0,0.0
54.0,39230.26,59.09943781,18.0,Silver,2,0.24,0.0912303342930693,0.2509443966795431,0.5,0.0
41.0,32513.2,59.10122278,15.0,Gold,3,-0.28,-0.16615333446243413,0.2510108347365753,0.0,0.5
63.0,39929.09,65.21545499,13.0,Silver,2,0.6,0.11800803603109264,0.47858760536899686,-0.3333333333333333,0.0
70.0,65722.31,83.28880508,14.0,Silver,2,0.88,1.106350196532536,1.1512926166808568,-0.16666666666666666,0.0
77.0,32267.75,81.2381285,14.0,Bronze,1,1.16,-0.17555846431031974,1.0749647413795786,-0.16666666666666666,-0.5
80.0,20076.19,38.10788332,16.0,Bronze,1,1.28,-0.6427135054522546,-0.5303785916059657,0.16666666666666666,-0.5
49.0,29749.09,8.042091174,18.0,Silver,2,0.04,-0.27206823959113247,-1.6494521969396936,0.5,0.0
50.0,53381.13,36.42941329,9.0,Silver,2,0.08,0.6334620304044914,-0.5928526318306669,-1.0,0.0
50.0,50939.05,51.51344588,15.0,Silver,2,0.08,0.5398866403090571,-0.03141248578387441,0.0,0.0
35.0,47066.64,42.76709445,15.0,Bronze,1,-0.52,0.391504000772489,-0.3569589068046852,0.0,-0.5
42.0,26572.89,89.35797886,20.0,Gold,3,-0.24,-0.39377357030147747,1.3771922753494255,0.8333333333333334,0.5
71.0,52889.03,50.37560609,12.0,Gold,3,0.92,0.6146057892223994,-0.07376382214328837,-0.5,0.5
75.0,59186.55,63.07423761,13.0,Bronze,1,1.08,0.8559135640020141,0.3988897267432168,-0.3333333333333333,-0.5
50.0,25649.75,54.34428619,16.0,Silver,2,0.08,-0.4291463613700336,0.07395372763409508,0.16666666666666666,0.0
63.0,35568.47,54.37311654,18.0,Platinum,4,0.6,-0.04908178803607693,0.0750268170628007,0.5,1.0
41.0,91524.68,11.50376644,14.0,Bronze,1,-0.28,2.095042965867176,-1.5206057856558786,-0.16666666666666666,-0.5
49.0,25085.94,48.42764723,18.0,Silver,2,0.04,-0.45075037953885155,-0.14626845910466632,0.5,0.0
64.0,15482.36,115.0929459,16.0,Bronze,1,0.64,-0.8187394482068368,2.3350689948034633,0.16666666666666666,-0.5
40.0,72508.0,25.110832,21.0,Silver,2,-0.32,1.3663636231265417,-1.014139571817323,1.0,0.0
48.0,64106.59,13.70253911,16.0,Bronze,1,0.0,1.0444391906338777,-1.4387656516199112,0.16666666666666666,-0.5
44.0,28897.67,88.72778605,7.0,Platinum,4,-0.16,-0.3046928704939101,1.3537359786878416,-1.3333333333333333,1.0
19.0,34320.71,64.8416594,15.0,Gold,3,-1.16,-0.09689333751253945,0.4646746249117432,0.0,0.5
34.0,19683.43,53.74839761,20.0,Gold,3,-0.56,-0.6577632459250822,0.051774262733932326,0.8333333333333334,0.5
50.0,37967.13,77.25347725,15.0,Gold,3,0.08,0.04282983861264659,0.9266527322137634,0.0,0.5
26.0,65052.95,33.36996114,12.0,Silver,2,-0.88,1.080701723462743,-0.7067279666703653,-0.5,0.0
60.0,27686.43,47.86810478,19.0,Silver,2,0.48,-0.35110505007000664,-0.16709509103965986,0.6666666666666666,0.0
65.0,56305.7,69.10308234,21.0,Gold,3,0.68,0.7455254266123982,0.623288304876005,1.0,0.5
56.0,45791.87,92.20708736,12.0,Platinum,4,0.32,0.34265748467475393,1.4832384458810124,-0.5,1.0
59.0,48480.09,26.62911371,13.0,Silver,2,0.44,0.4456644439727084,-0.9576278731109908,-0.3333333333333333,0.0
43.0,28505.3,54.37311654,16.0,Platinum,4,-0.2,-0.3197276669836834,0.0750268170628007,0.16666666666666666,1.0
67.0,30414.9,57.63678122,15.0,Silver,2,0.76,-0.24655579508503875,0.1965031108624922,0.0,0.0
42.0,15000.0,53.26122135,18.0,Silver,2,-0.24,-0.8372224729916243,0.03364116013468044,0.5,0.0
41.0,27355.29,49.84541555,14.0,Silver,2,-0.28,-0.36379364122025654,-0.09349795175578794,-0.16666666666666666,0.0
30.0,64974.02,22.30706759,15.0,Bronze,1,-0.72,1.0776772911999863,-1.1184979978840224,0.0,-0.5
77.0,22818.66,69.26177996,15.0,Bronze,1,1.16,-0.537627799793543,0.6291951613096848,0.0,-0.5
24.0,24583.95,34.35461959,11.0,Bronze,1,-0.96,-0.46998558480403824,-0.6700781662489114,-0.6666666666666666,-0.5
74.0,50015.83,28.40618595,16.0,Silver,2,1.04,0.5045107838080796,-0.8914837772262643,0.16666666666666666,0.0
53.0,44417.29,67.70917918,9.0,Silver,2,0.2,0.2899864584522786,0.5714060784848803,-1.0,0.0
62.0,51273.62,65.7826805,14.0,Silver,2,0.56,0.5527066618743741,0.4997002071401567,-0.16666666666666666,0.0
37.0,20300.28,51.58000167,19.0,Platinum,4,-0.44,-0.6341268460608809,-0.028935224333071545,0.6666666666666666,1.0
50.0,91524.68,71.59087242,25.0,Silver,2,0.08,2.095042965867176,0.7158859055186166,1.6666666666666667,0.0
25.0,19774.0,78.51873163,16.0,Silver,2,-0.92,-0.654292793245013,0.9737465448036727,0.16666666666666666,0.0
33.0,39227.12,76.16448156,17.0,Bronze,1,-0.6,0.09111001607052965,0.8861194135809687,0.3333333333333333,-0.5
31.0,33545.98,39.43442053,14.0,Bronze,1,-0.68,-0.1265793682603592,-0.481003781489694,-0.16666666666666666,-0.5
46.5,20063.94,70.28209863,13.0,Gold,3,-0.06,-0.6431828997917803,0.6671722645598354,-0.3333333333333333,0.5
32.0,30178.81,54.23281955,10.0,Silver,2,-0.64,-0.2556022693396214,0.06980484726887816,-0.8333333333333334,0.0
46.5,36741.19,84.51815541,15.0,Gold,3,-0.06,-0.0041456141708808075,1.1970500508881687,0.0,0.5
49.0,26239.3,47.52543327,20.0,Bronze,1,0.04,-0.40655604031963255,-0.1798496075439547,0.8333333333333334,-0.5
80.0,58023.99,42.87056725,13.0,Silver,2,1.28,0.8113667000543348,-0.3531075637638074,-0.3333333333333333,0.0
68.0,33496.19,37.72406246,15.0,Bronze,1,0.8,-0.12848721676362354,-0.5446647208892628,0.0,-0.5
42.0,18571.11,53.78575788,11.0,Bronze,1,-0.24,-0.7003850183121267,0.05316484282715314,-0.6666666666666666,-0.5
75.0,17799.71,59.33450935,19.0,Bronze,1,1.08,-0.7299434504354062,0.25969395346825885,0.6666666666666666,-0.5
80.0,49172.14,59.71924566,13.0,Bronze,1,1.28,0.472182350313019,0.2740141565563314,-0.3333333333333333,-0.5
79.0,17268.07,56.98345081,16.0,Bronze,1,1.24,-0.7503147815917716,0.17218561362701237,0.16666666666666666,-0.5
39.0,42540.55,63.42074025,8.0,Bronze,1,-0.36,0.2180737129207212,0.41178684106900876,-1.1666666666666667,-0.5
75.0,45357.35,45.54916328,17.0,Platinum,4,1.08,0.3260075884779592,-0.25340800813698156,0.3333333333333333,1.0
75.0,22077.68,32.54969369,19.0,Bronze,1,1.08,-0.5660206012385878,-0.7372589983542097,0.6666666666666666,-0.5
66.0,56690.9,51.71680793,19.0,Bronze,1,0.72,0.7602854837214044,-0.0238431823916191,0.6666666666666666,-0.5
69.0,15384.31,69.50102191,10.0,Bronze,1,0.84,-0.8224965188183063,0.6380999442016,-0.8333333333333334,-0.5
59.0,42117.96,59.40644621,15.0,Silver,2,0.44,0.20188094933376663,0.2623715027869552,0.0,0.0
48.0,35581.14,12.88324458,19.0,Bronze,1,0.0,-0.04859630017633892,-1.4692604704181345,0.6666666666666666,-0.5
32.0,34217.79,71.93506854,22.0,Gold,3,-0.64,-0.10083701632266114,0.7286971692657962,1.1666666666666667,0.5
71.0,20151.86,87.60870293,13.0,Platinum,4,0.92,-0.6398139895606697,1.3120827810709237,-0.3333333333333333,1.0
77.0,22731.09,35.68166298,17.0,Bronze,1,1.16,-0.54098329875781,-0.6206845156951485,0.3333333333333333,-0.5
25.0,81585.03,56.72320093,9.0,Silver,2,-0.92,1.7141763987759726,0.16249889823681035,-1.0,0.0
70.0,66674.48,40.53083813,19.0,Bronze,1,0.88,1.142835356391005,-0.440194213239333,0.6666666666666666,-0.5
77.0,52630.04,62.56613851,15.0,Silver,2,1.16,0.6046818349371932,0.3799778587657265,0.0,0.0
22.0,58100.18,26.67982222,11.0,Silver,2,-1.04,0.8142861412566588,-0.9557404605049554,-0.6666666666666666,0.0
48.0,55437.24,48.57108686,16.0,Bronze,1,0.0,0.7122478586038641,-0.14092951765544875,0.16666666666666666,-0.5
23.0,30894.14,69.62628256,10.0,Bronze,1,-1.0,-0.22819232216468566,0.6427622490070497,-0.8333333333333334,-0.5
64.0,37190.25,74.71423479,15.0,Gold,3,0.64,0.013061424368501861,0.8321400315095935,0.0,0.5
72.0,17391.66,58.52991638,15.0,Silver,2,0.96,-0.7455790716797724,0.22974633887052218,0.0,0.0
57.0,34722.81,43.21909394,12.0,Bronze,1,0.36,-0.08148570780451429,-0.3401351126260043,-0.5,-0.5
69.0,65624.68,18.14797831,12.0,Gold,3,0.84,1.1026092194412787,-1.2733027345386552,-0.5,0.5
33.0,26098.85,34.84900578,12.0,Silver,2,-0.6,-0.41193779011444015,-0.6516767041026991,-0.5,0.0
30.0,60570.95,40.6145319,14.0,Gold,3,-0.72,0.9089608720542152,-0.4370790620241891,-0.16666666666666666,0.5
47.0,38017.16,36.04532433,19.0,Bronze,1,-0.04,0.04474688341317531,-0.6071487400173015,0.6666666666666666,-0.5
36.0,18166.13,51.19105937,14.0,Gold,3,-0.48,-0.7159030035873221,-0.04341197784131741,-0.16666666666666666,0.5
34.0,20875.68,43.16224528,20.0,Gold,3,-0.56,-0.6120787233700136,-0.3422510666842131,0.8333333333333334,0.5
80.0,57506.39,53.44242745,20.0,Bronze,1,1.28,0.7915333522879238,0.040385800776468396,0.8333333333333334,-0.5
36.0,47870.85,74.05254602,7.0,Gold,3,-0.48,0.4223196433675921,0.8075114292144344,-1.3333333333333333,0.5
75.0,38211.13,41.87075558,17.0,Silver,2,1.08,0.052179407497894424,-0.39032137954382806,0.3333333333333333,0.0
72.0,31665.53,22.34266045,11.0,Platinum,4,0.96,-0.19863427322045893,-1.1171732022501366,-0.6666666666666666,1.0
79.0,40347.47,35.96584804,14.0,Bronze,1,1.24,0.13403948123687145,-0.6101069131449861,-0.16666666666666666,-0.5
40.0,56395.7,61.6717694,14.0,Silver,2,-0.32,0.748974038086465,0.34668870211997443,-0.16666666666666666,0.0
26.0,75957.3,63.5588757,9.0,Silver,2,-0.88,1.4985335737654164,0.41692835655961136,-1.0,0.0
29.0,77795.75,58.12170394,19.0,Platinum,4,-0.76,1.5689791267042845,0.21455233484247085,0.6666666666666666,1.0
18.0,43738.32,76.01474612,19.0,Bronze,1,-1.2,0.26396975031286574,0.8805461368858684,0.6666666666666666,-0.5
75.0,33324.03,46.2727386,14.0,Platinum,4,1.08,-0.13508402733446084,-0.2264759373586426,-0.16666666666666666,1.0
18.0,39070.54,91.04332296,18.0,Platinum,4,-1.2,0.08511019846375867,1.439922174134608,0.5,1.0
51.0,47148.63,66.36374272,23.0,Bronze,1,0.12,0.3946456858253638,0.5213278226808016,1.3333333333333333,-0.5
65.0,47053.17,0.0,9.0,Gold,3,0.68,0.39098785858853696,-1.948785469810339,-1.0,0.5
18.0,69842.17,86.0131726,16.0,Platinum,4,-1.2,1.2642146017275244,1.2526958249534226,0.16666666666666666,1.0
33.0,91524.68,34.6602678,13.0,Bronze,1,-0.6,2.095042965867176,-0.6587016875362423,-0.3333333333333333,-0.5
78.0,32773.41,29.31797621,13.0,Silver,2,1.2,-0.1561826323328015,-0.8575461909949922,-0.3333333333333333,0.0
50.0,91524.68,60.4754222,20.0,Silver,2,0.08,2.095042965867176,0.3021596716579238,0.8333333333333334,0.0
80.0,65259.02,15.23639055,15.0,Bronze,1,1.28,1.088597894201198,-1.3816744347089513,0.0,-0.5
48.0,34530.16,36.09061537,15.0,Bronze,1,0.0,-0.08886765225428044,-0.6054629701172105,0.0,-0.5
39.0,76824.77,81.14197081,15.0,Bronze,1,-0.36,1.5317732070477357,1.0713856727720954,0.0,-0.5
48.0,84357.93,61.12435158,17.0,Bronze,1,0.0,1.8204281182919713,0.32631335892340974,0.3333333333333333,-0.5
50.0,28849.63,66.24479562,11.0,Silver,2,0.08,-0.3065336626629563,0.5169005134186805,-0.6666666666666666,0.0
43.0,86345.13,36.86178799,11.0,Bronze,1,-0.2,1.8965734596393673,-0.5767592885375827,-0.6666666666666666,-0.5
33.0,62164.63,19.23260002,14.0,Gold,3,-0.6,0.9700273513207798,-1.2329322190525227,-0.16666666666666666,0.5
68.0,91524.68,64.13634859,11.0,Gold,3,0.8,2.095042965867176,0.4384223742743836,-0.6666666666666666,0.5
74.0,29377.39,68.60512312,10.0,Bronze,1,1.04,-0.2863110049790285,0.6047538516033774,-0.8333333333333334,-0.5
46.0,30433.12,67.69986772,13.0,Gold,3,-0.08,-0.24585764285106665,0.5710594982563426,-0.3333333333333333,0.5
46.5,15000.0,54.1813846,15.0,Gold,3,-0.06,-0.8372224729916243,0.06789039596630975,0.0,0.5
52.0,48319.81,30.65863513,18.0,Platinum,4,0.16,0.4395228501164481,-0.8076457591739459,0.5,1.0
64.0,43810.36,98.75539176,27.0,Bronze,1,0.64,0.26673017220832995,1.7269717417857284,2.0,-0.5
79.0,27405.61,59.59574886,20.0,Bronze,1,1.24,-0.3618654842272005,0.26941750370407774,0.8333333333333334,-0.5
52.0,34859.28,46.52226717,19.0,Platinum,4,0.16,-0.07625646327267091,-0.21718827797791934,0.6666666666666666,1.0
52.0,18852.29,46.61101525,15.0,Platinum,4,0.16,-0.6896107897090367,-0.21388500117184786,0.0,1.0
33.0,66119.73,52.99194956,18.0,Gold,3,-0.6,1.1215784984439097,0.02361864180598728,0.5,0.5
65.0,28428.58,71.39216524,13.0,Gold,3,0.68,-0.3226674166757989,0.7084898602307201,-0.3333333333333333,0.5
56.0,91524.68,53.79256247,15.0,Bronze,1,0.32,2.095042965867176,0.053418115284673696,0.0,-0.5
50.0,33262.95,67.17026307,14.0,Silver,2,0.08,-0.13742448498819426,0.5513471759533412,-0.16666666666666666,0.0
40.0,24839.5,53.02795376,16.0,Bronze,1,-0.32,-0.4601934441129518,0.024958747854266397,0.16666666666666666,-0.5
27.0,29550.13,47.75292217,13.0,Bronze,1,-0.84,-0.27969197002313617,-0.17138228287610058,-0.3333333333333333,-0.5
46.5,17926.22,62.82500787,12.0,Gold,3,-0.06,-0.7250958522400262,0.3896131900618013,-0.5,0.5
51.0,46218.52,62.06572067,20.0,Bronze,1,0.12,0.3590058189570938,0.36135189362691594,0.8333333333333334,-0.5
69.0,29438.25,46.60731762,24.0,Silver,2,0.84,-0.283978977264454,-0.21402263001313013,1.5,0.0
27.0,63935.27,35.01586085,19.0,Platinum,4,-0.84,1.037874567103465,-0.6454662206454069,0.6666666666666666,1.0
36.0,31654.2,56.83457829,13.0,Bronze,1,-0.48,-0.1990684150871386,0.16664445552672,-0.3333333333333333,-0.5
75.0,72563.77,51.56697338,15.0,Platinum,4,1.08,1.3685006127033053,-0.029420148042742518,0.0,1.0
18.0,53036.09,38.90256574,17.0,Platinum,4,-1.2,0.6202408203710245,-0.5007998558611618,0.3333333333333333,1.0
50.0,36838.49,52.25031423,11.0,Silver,2,0.08,-0.00041728198836206345,-0.003985637454500702,-0.6666666666666666,0.0
21.0,80026.75,58.20951688,15.0,Bronze,1,-1.08,1.6544663733558744,0.21782080496571116,0.0,-0.5
33.0,58462.85,61.00190114,9.0,Bronze,1,-0.6,0.82818289595999,0.32175565245420784,-1.0,-0.5
41.0,91524.68,42.79935771,16.0,Silver,2,-0.28,2.095042965867176,-0.35575804163164426,0.16666666666666666,0.0
48.0,29592.39,38.40125928,12.0,Bronze,1,0.0,-0.2780726553465355,-0.5194588961699976,-0.5,-0.5
19.0,37733.67,33.39489622,14.0,Bronze,1,-1.16,0.03388414044891728,-0.7057998624069093,-0.16666666666666666,-0.5
49.0,79566.98,57.64509878,22.0,Platinum,4,0.04,1.6368489500510774,0.19681269731248738,1.1666666666666667,1.0
41.0,16784.84,33.92045853,13.0,Bronze,1,-0.28,-0.7688311429541417,-0.6862379993359752,-0.3333333333333333,-0.5
29.0,70155.66,94.82269138,12.0,Gold,3,-0.76,1.2762268818498046,1.580593386890814,-0.5,0.5
67.0,45236.13,41.79437128,18.0,Bronze,1,0.76,0.3213626920014438,-0.3931644662510335,0.5,-0.5
52.0,23292.68,1.495714443,17.0,Silver,2,0.16,-0.5194643463386857,-1.8931137434127885,0.3333333333333333,0.0
50.0,18370.11,49.39656667,16.0,Platinum,4,0.08,-0.708086917270876,-0.11020447762919428,0.16666666666666666,1.0
50.0,25945.55,48.5393304,10.0,Bronze,1,0.08,-0.417811924991934,-0.14211151931408686,-0.8333333333333334,-0.5
78.0,15000.0,72.23437135,15.0,Bronze,1,1.2,-0.8372224729916243,0.739837466951842,0.0,-0.5
68.0,28430.86,55.76252473,13.0,Gold,3,0.8,-0.32258005185178923,0.12674173695957694,-0.3333333333333333,0.5
60.0,49576.8,33.32329633,20.0,Gold,3,0.48,0.4876880738585289,-0.7084648694240107,0.8333333333333334,0.5
29.0,28619.67,44.27216253,17.0,Gold,3,-0.76,-0.3153452481582498,-0.3009390303158367,0.3333333333333333,0.5
48.0,72704.34,56.54839543,13.0,Bronze,1,0.0,1.3738869606467448,0.15599249321121755,-0.3333333333333333,-0.5
48.0,83280.84,6.705714994,8.0,Bronze,1,0.0,1.7791562857074978,-1.6991932216422034,-1.1666666666666667,-0.5
50.0,68721.83,76.77243469,16.0,Platinum,4,0.08,1.2212855197402352,0.9087479309923596,0.16666666666666666,1.0
57.0,40754.46,33.37660228,22.0,Platinum,4,0.36,0.14963448550165423,-0.7064807779567855,1.1666666666666667,1.0
50.0,15000.0,78.34087642,19.0,Silver,2,0.08,-0.8372224729916243,0.967126627054106,0.6666666666666666,0.0
60.0,25543.83,57.84930282,18.0,Gold,3,0.48,-0.43320499389595746,0.2044133402676711,0.5,0.5
61.0,33825.86,62.59188273,15.0,Silver,2,0.52,-0.11585495293411682,0.3809360798879908,0.0,0.0
46.0,23226.9,72.98846872,15.0,Silver,2,-0.08,-0.5219848981471757,0.7679055936295172,0.0,0.0
30.0,33868.72,61.46264105,15.0,Bronze,1,-0.72,-0.11421264751435564,0.3389047722811882,0.0,-0.5
29.0,81229.5,63.45772433,14.0,Silver,2,-0.76,1.7005532339162508,0.4131634190598552,-0.16666666666666666,0.0
63.0,15948.37,46.71167119,12.0,Silver,2,0.6,-0.8008829211731714,-0.21013850398570813,-0.5,0.0
