Age,Income,SpendingScore,NumPurchases,LoyaltyLevel
18.0,91524.68,45.64452835,13.0,Silver
71.0,70448.31,49.85599908,13.0,Silver
20.0,44846.76,62.30060388,9.0,Gold
33.0,21381.98,0.0,27.0,Bronze
74.0,46109.62,90.00735023,15.0,Bronze
46.5,52568.64,35.3785233,18.0,Gold
29.0,31988.34,54.83872739,16.0,Platinum
48.0,42547.27,15.90605973,23.0,Bronze
33.0,77252.24,41.54917779,14.0,Silver
48.0,23655.78,74.89376093,13.0,Bronze
48.0,21393.67,11.67665641,16.0,Bronze
41.0,51346.38,72.52400174,18.0,Bronze
45.0,45650.57,44.52607808,16.0,Bronze
25.0,60743.73,59.7432888,15.0,Gold
53.0,48286.0,63.15048827,17.0,Silver
25.0,27340.45,58.82842999,11.0,Bronze
75.0,45075.6,32.70098697,23.0,Bronze
77.0,20515.52,42.70901707,10.0,Gold
67.0,32043.21,20.76887645,9.0,Bronze
45.0,46695.34,59.83592663,26.0,Silver
58.0,30325.46,84.04110308,12.0,Bronze
50.0,91524.68,13.51118227,18.0,Silver
44.0,15000.0,34.76708188,12.0,Bronze
80.0,27618.88,46.36449448,13.0,Bronze
34.0,22722.48,53.46682847,16.0,Bronze
48.0,25586.64,67.58352603,15.0,Bronze
50.0,26330.96,46.95600039,13.0,Silver
46.5,18709.56,43.68082547,13.0,Gold
46.0,52910.18,72.06261412,8.0,Bronze
30.0,27624.33,63.23991134,19.0,Bronze
63.0,39410.46,60.77955951,13.0,Silver
52.0,29219.37,52.25031423,14.0,Silver
23.0,25708.06,69.66304422,24.0,Platinum
50.0,83795.92,36.87381218,11.0,Silver
50.0,57610.84,34.14611436,27.0,Silver
64.0,15000.0,64.92201974,11.0,Silver
42.0,15000.0,54.37311654,12.0,Platinum
46.5,61163.41,51.84359019,16.0,Gold
27.0,28003.18,43.66883295,19.0,Bronze
73.0,15922.03,21.88490539,11.0,Bronze
47.0,61259.09,31.37464841,14.0,Bronze
22.0,39519.99,47.82047815,20.0,Silver
50.0,41183.19,70.67926513,23.0,Gold
50.0,54435.38,36.94084017,16.0,Silver
35.0,18864.02,74.267628,15.0,Bronze
66.0,16062.61,51.26358455,11.0,Gold
28.0,80055.64,76.20769404,15.0,Gold
43.0,17701.71,37.91016782,19.0,Bronze
80.0,19709.99,49.02380824,16.0,Gold
76.0,21780.76,57.36967207,15.0,Silver
44.0,91524.68,46.40979075,14.0,Gold
66.0,46476.01,69.06048294,15.0,Gold
50.0,58847.46,5.848725494,12.0,Silver
50.0,40058.0,98.44811078,10.0,Gold
18.0,26877.81,67.15549214,12.0,Gold
38.0,49793.79,46.52936342,15.0,Silver
72.0,16675.44,38.95356653,9.0,Bronze
23.0,21001.69,32.67158777,14.0,Gold
48.0,52390.87,62.91230948,10.0,Bronze
50.0,18423.32,69.89963338,13.0,Silver
22.0,33039.51,46.74947744,17.0,Gold
20.0,33800.94,72.13980826,12.0,Gold
70.0,27880.12,31.85479906,14.0,Silver
40.0,15000.0,28.323783,11.0,Bronze
70.0,26516.85,86.2668241,16.0,Silver
54.0,24041.0,61.82217227,14.0,Bronze
48.0,39368.45,77.93696404,24.0,Bronze
46.5,38378.22,32.92120583,16.0,Gold
48.0,43869.77,31.52949216,20.0,Bronze
34.0,25900.22,42.82781361,13.0,Silver
50.0,47164.13,33.51882317,13.0,Silver
52.0,16680.52,64.1073042,20.0,Platinum
18.0,15000.0,34.97747886,21.0,Silver
68.0,15000.0,26.56660284,8.0,Bronze
62.0,28292.48,52.84030825,17.0,Bronze
50.0,24918.13,24.20027648,13.0,Silver
21.0,53887.71,14.01072137,18.0,Silver
79.0,26256.5,52.66514468,11.0,Silver
50.0,41634.66,15.01559914,11.0,Silver
49.0,54537.74,65.50558793,9.0,Bronze
51.0,25766.76,22.09332547,14.0,Silver
50.0,42151.52,5.186524272,10.0,Silver
56.0,59931.87,44.124067,17.0,Bronze
43.0,19553.68,52.89189007,19.0,Bronze
51.0,36769.58,59.82950127,13.0,Bronze
71.0,25822.02,53.44031398,18.0,Bronze
20.0,20186.21,28.81374758,10.0,Silver
67.0,16844.41,64.26122362,13.0,Bronze
29.0,20023.78,69.20277013,13.0,Bronze
48.0,37422.02,25.88475743,18.0,Bronze
71.0,16229.37,46.37987723,21.0,Platinum
22.0,27574.22,44.51119946,16.0,Gold
74.0,54534.96,54.40763166,27.0,Bronze
34.0,45456.24,45.90152416,14.0,Bronze
64.0,27854.4,48.64244456,11.0,Bronze
40.0,84528.6,62.8363106,11.0,Silver
48.0,91524.68,27.72293801,17.0,Bronze
31.0,36792.94,64.74746271,23.0,Gold
50.0,15000.0,72.82265463,14.0,Silver
46.5,56569.43,82.68269987,11.0,Gold
68.0,15000.0,7.132653517,18.0,Bronze
55.0,75968.42,46.34196686,20.0,Gold
46.5,62429.45,10.69798851,11.0,Gold
55.0,88177.42,1.298726205,14.0,Bronze
67.0,41362.62,52.88186095,16.0,Silver
48.0,30312.25,42.01696414,18.0,Bronze
47.0,28997.05,55.99701904,15.0,Bronze
48.0,27635.87,59.7225538,17.0,Bronze
68.0,59310.07,74.95791916,21.0,Silver
80.0,51851.32,51.07840851,15.0,Silver
69.0,38565.48,108.4671123,10.0,Platinum
55.0,25308.85,56.1281971,18.0,Bronze
52.0,91524.68,86.84958089,8.0,Platinum
47.0,57307.53,3.34324399,12.0,Bronze
68.0,16336.29,76.99479059,15.0,Gold
48.0,28053.59,46.3847902,22.0,Bronze
22.0,57866.16,11.03305481,21.0,Bronze
46.0,24348.62,58.41090218,14.0,Gold
21.0,43294.2,43.94088924,13.0,Bronze
27.0,58419.1,61.60106497,15.0,Gold
73.0,15000.0,70.22152915,10.0,Silver
34.0,34405.82,20.21699766,13.0,Silver
50.0,35087.65,70.29837965,18.0,Silver
34.0,29553.69,50.12958968,27.0,Gold
48.0,42228.37,77.05682349,25.0,Bronze
51.0,50451.1,45.89703542,9.0,Gold
23.0,38988.63,40.59182215,11.0,Gold
70.0,30124.27,50.54108081,20.0,Bronze
48.0,49826.92,52.03721413,22.0,Bronze
46.5,37217.22,36.74430397,9.0,Gold
60.0,32359.08,40.07390538,13.0,Silver
50.0,18842.31,25.46248931,17.0,Silver
40.0,16625.16,41.3070982,16.0,Bronze
72.0,18664.62,63.5262012,10.0,Silver
48.0,41737.89,47.25291652,5.0,Bronze
50.0,34907.63,70.18130592,17.0,Silver
33.0,17324.17,46.29141065,13.0,Gold
25.0,50159.28,21.36964005,19.0,Bronze
21.0,72197.07,61.94549775,11.0,Silver
21.0,26923.46,36.52753718,12.0,Platinum
73.0,15206.97,45.33265422,15.0,Gold
42.0,25474.59,74.75144095,17.0,Gold
50.0,55671.87,26.78259081,21.0,Silver
46.5,47775.34,54.422723669999996,19.0,Gold
44.0,22897.51,49.189633,10.0,Bronze
49.0,77698.1,64.01851431,11.0,Bronze
67.0,71263.53,67.10306731,19.0,Bronze
78.0,25172.24,55.27678008,20.0,Silver
68.0,25043.13,42.79250707,16.0,Gold
36.0,26999.83,51.71680793,17.0,Bronze
38.0,28179.04,76.71311794,16.0,Gold
22.0,58411.55,49.45420121,11.0,Gold
50.0,44921.17,44.65487771,20.0,Silver
59.0,56305.04,57.76340515,17.0,Silver
78.0,50857.48,50.77454041,12.0,Silver
39.0,85584.85,23.24581152,8.0,Bronze
38.0,21382.05,54.78661601,9.0,Bronze
52.0,43922.38,23.06475182,21.0,Platinum
18.0,15000.0,57.48961293,9.0,Bronze
22.0,18798.31,34.05714551,13.0,Bronze
29.0,34981.45,50.73749608,19.0,Gold
63.0,44761.48,57.81187812,15.0,Bronze
51.0,34513.03,99.07806692,12.0,Gold
66.0,27348.14,64.85499924,9.0,Bronze
50.0,29890.35,77.29597619,20.0,Silver
62.0,72021.54,87.43495637,8.0,Bronze
44.0,29970.95,59.78511834,15.0,Bronze
50.0,87083.33,55.71379601,15.0,Silver
43.0,54014.54,28.66557782,16.0,Gold
64.0,45650.45,47.66740135,13.0,Silver
73.0,19994.28,35.53824541,13.0,Platinum
80.0,57966.42,41.978823,16.0,Bronze
65.0,28370.77,87.41326752,22.0,Silver
78.0,19985.86,52.29243018,16.0,Silver
52.0,46930.44,32.48200845,18.0,Platinum
43.0,18142.76,77.49066909,18.0,Bronze
53.0,24806.95,69.10550952,14.0,Silver
18.0,36132.28,70.15306985,12.0,Gold
25.0,91524.68,9.877395938,12.0,Bronze
69.0,25759.07,88.97341915,13.0,Gold
48.0,28879.63,38.82970516,11.0,Bronze
64.0,52374.36,65.55909546,12.0,Gold
73.0,19552.38,100.4759958,8.0,Platinum
31.0,45315.44,93.10665496,12.0,Gold
45.0,66367.54,30.44875749,12.0,Silver
48.0,31146.36,21.10965326,16.0,Bronze
19.0,60662.27,78.60693198,19.0,Platinum
43.0,42012.6,52.84111623,11.0,Silver
31.0,25201.51,39.98237117,14.0,Bronze
76.0,32895.71,54.422723669999996,12.0,Gold
73.0,30035.08,46.74240845,15.0,Silver
24.0,34758.55,64.02648274,10.0,Bronze
20.0,39197.14,51.33963616,16.0,Bronze
40.0,48732.43,64.44775857,13.0,Bronze
35.0,46832.57,32.10934622,15.0,Silver
55.0,15000.0,78.48924026,15.0,Silver
32.0,34590.9,63.95246741,9.0,Silver
46.5,17073.61,62.92594739,16.0,Gold
45.0,31638.7,27.64660146,9.0,Gold
50.0,34135.91,83.99264833,17.0,Silver
56.0,59164.33,49.72567801,20.0,Bronze
74.0,35772.77,64.56097725,13.0,Gold
34.0,41340.96,43.54351073,17.0,Silver
61.0,53988.6,55.21778129,15.0,Silver
42.0,67095.76,55.94254704,9.0,Silver
34.0,34149.15,0.0,11.0,Silver
30.0,38066.49,61.64896249,11.0,Platinum
42.0,36497.96,89.30682923,15.0,Bronze
46.5,27686.51,60.79560518,11.0,Gold
27.0,24721.84,30.84583502,15.0,Bronze
52.0,15000.0,62.99923132,21.0,Platinum
35.0,21198.16,71.1896106,14.0,Bronze
51.0,15000.0,60.24933032,16.0,Bronze
25.0,68022.87,48.51745787,13.0,Bronze
57.0,39903.05,45.15701548,12.0,Silver
48.0,34099.24,45.07380489,16.0,Bronze
59.0,25368.34,63.95553802,18.0,Silver
58.0,36860.27,21.8575201,15.0,Silver
23.0,23765.97,42.56253678,14.0,Bronze
69.0,39616.83,81.91219646,9.0,Bronze
43.0,41063.17,82.68390533,9.0,Gold
46.5,23607.23,20.43705824,16.0,Gold
76.0,23383.1,27.37172777,21.0,Gold
73.0,58753.13,44.58758841,12.0,Gold
76.0,35368.26,67.85179034,22.0,Bronze
48.0,24575.12,13.45051292,13.0,Bronze
50.0,30174.33,48.9038273,17.0,Bronze
70.0,21910.1,40.51641687,22.0,Gold
39.0,35115.86,76.51929349,12.0,Platinum
38.0,55039.93,16.46183052,16.0,Silver
48.0,35816.53,51.85081231,18.0,Bronze
48.0,91524.68,42.12781125,14.0,Bronze
21.0,44832.1,79.39597853,14.0,Bronze
50.0,40740.47,61.95305293,8.0,Silver
79.0,23059.86,38.28368681,15.0,Bronze
79.0,32232.59,67.06772887,14.0,Platinum
41.0,24599.79,42.22342293,10.0,Silver
72.0,15000.0,69.98659422,14.0,Platinum
26.0,59108.56,45.25846018,17.0,Gold
20.0,28121.08,71.09333158,11.0,Gold
48.0,24829.8,58.7216391,15.0,Silver
57.0,40347.51,115.2098216,11.0,Silver
53.0,46922.37,48.94207989,12.0,Silver
41.0,30934.04,57.65724583,9.0,Silver
23.0,36268.29,40.41150517,20.0,Silver
52.0,52738.11,50.05370682,15.0,Platinum
46.5,30330.32,0.0,14.0,Gold
21.0,42241.86,59.31168033,13.0,Gold
46.5,15841.33,76.85748426,23.0,Gold
23.0,19522.84,57.93260009,17.0,Bronze
68.0,49156.77,23.72277084,18.0,Bronze
79.0,19019.51,33.96425695,16.0,Silver
74.0,40825.77,1.396157457,15.0,Silver
46.5,33742.07,69.57848014,15.0,Gold
50.0,30265.58,29.86973415,14.0,Silver
50.0,23999.03,49.4258282,10.0,Silver
25.0,57220.64,46.92524855,15.0,Silver
43.0,86244.85,79.75454071,13.0,Bronze
68.0,42196.65,51.70562636,12.0,Silver
62.0,42669.74,66.1778584,17.0,Gold
61.0,25818.19,60.92927528,10.0,Bronze
22.0,19969.3,77.1882284,15.0,Silver
50.0,35601.05,45.21752611,13.0,Silver
43.0,22317.47,87.39230661,27.0,Bronze
48.0,15000.0,10.28675687,13.0,Bronze
36.0,54269.79,67.14946996,11.0,Platinum
37.0,55608.06,32.66760783,13.0,Silver
29.0,23637.28,40.14500894,17.0,Bronze
64.0,41026.86,61.38828534,13.0,Bronze
18.0,59932.62,61.228041,14.0,Gold
31.0,40235.84,62.12856027,17.0,Silver
50.0,19998.7,22.27684112,14.0,Silver
55.0,32323.61,78.98060463,14.0,Bronze
54.0,70502.59,31.98705764,10.0,Gold
28.0,41089.72,34.6542582,17.0,Silver
48.0,47551.38,62.75793476,17.0,Bronze
20.0,43080.02,44.2655765,20.0,Silver
50.0,23676.64,56.16521681,17.0,Silver
23.0,26624.24,6.867986067,18.0,Gold
67.0,43020.52,55.68648899,22.0,Platinum
27.0,54635.32,54.35663759,21.0,Bronze
22.0,62940.96,39.80282924,16.0,Gold
40.0,23645.95,8.518480805,19.0,Gold
27.0,45096.52,45.74383477,15.0,Platinum
61.0,65743.89,49.2525228,21.0,Bronze
19.0,22169.2,42.65542019,11.0,Silver
30.0,76372.16,13.27651071,17.0,Bronze
57.0,82410.69,81.89468015,18.0,Gold
19.0,91524.68,37.22276944,23.0,Bronze
50.0,40760.42,45.55590674,9.0,Silver
80.0,40872.48,1.810513576,17.0,Bronze
48.0,54912.55,81.89710697,12.0,Bronze
34.0,54116.87,40.66900137,14.0,Silver
26.0,63779.27,51.96925634,18.0,Gold
50.0,53745.57,72.4147489,27.0,Silver
32.0,34439.83,36.47391591,27.0,Gold
41.0,66902.96,69.26489975,14.0,Bronze
55.0,21255.54,8.773490881,14.0,Silver
52.0,36421.92,61.01973315,19.0,Silver
66.0,79369.37,81.44484333,15.0,Bronze
50.0,19435.89,38.39166306,14.0,Silver
79.0,25880.94,72.37763241,18.0,Gold
77.0,50811.28,86.67845304,11.0,Silver
67.0,44221.04,44.90316324,10.0,Gold
50.0,23446.75,43.24943428,20.0,Silver
48.0,29492.85,32.03412508,10.0,Bronze
26.0,20122.8,39.8053969,16.0,Bronze
51.0,59292.76,33.69280219,18.0,Silver
48.0,31954.21,32.01777803,19.0,Bronze
52.0,88972.09,73.97670593,11.0,Bronze
18.0,37818.37,34.20147949,12.0,Silver
57.0,32536.89,55.17043829,8.0,Silver
48.0,30995.25,50.7646687,17.0,Bronze
39.0,32141.4,79.96189125,17.0,Gold
77.0,38384.56,39.93687536,12.0,Silver
48.0,91524.68,57.62296093,11.0,Bronze
46.5,30655.59,65.82139405,14.0,Gold
28.0,31157.91,79.79499215,16.0,Silver
31.0,37526.29,39.6449331,9.0,Silver
77.0,62638.62,37.64215063,27.0,Silver
47.0,17845.52,28.76437892,12.0,Bronze
52.0,45594.68,94.72599242,15.0,Gold
54.0,24131.84,77.68944876,20.0,Silver
22.0,47888.77,49.15597211,18.0,Platinum
46.5,28370.92,88.62878302,14.0,Gold
50.0,15000.0,47.96273211,15.0,Silver
43.0,43686.26,64.48820943,18.0,Bronze
79.0,43502.44,50.20343803,15.0,Bronze
21.0,27186.07,57.95610904,18.0,Bronze
59.0,26392.31,55.83522885,13.0,Silver
35.0,18850.86,41.50029253,27.0,Bronze
57.0,53452.57,71.84997076,12.0,Silver
48.0,56449.85,64.31904835,19.0,Bronze
56.0,23399.61,70.55389187,12.0,Platinum
31.0,27723.42,56.40454371,17.0,Bronze
49.0,35184.31,31.86860236,14.0,Platinum
68.0,91524.68,84.18772133,21.0,Platinum
55.0,47694.0,44.74887533,10.0,Silver
40.0,22658.54,57.28134057,25.0,Gold
80.0,42272.42,62.70762718,12.0,Silver
32.0,18245.14,57.14843432,12.0,Silver
42.0,51999.8,68.30834042,22.0,Bronze
34.0,83932.96,71.46755845,20.0,Bronze
50.0,84111.27,45.50332994,9.0,Silver
50.0,52441.14,82.50934684,16.0,Silver
70.0,27127.24,44.66192892,11.0,Silver
68.0,18949.81,56.73498098,18.0,Bronze
56.0,18031.9,42.24643633,18.0,Silver
68.0,15000.0,36.53052955,8.0,Bronze
48.0,51376.08,70.88382178,20.0,Bronze
23.0,34495.43,112.4379379,9.0,Bronze
48.0,57217.1,42.76480223,20.0,Bronze
24.0,74162.64,74.30643149,16.0,Bronze
68.0,38175.64,43.48177375,15.0,Gold
48.0,39064.95,49.79030046,12.0,Bronze
59.0,28791.63,85.15167544,18.0,Gold
48.0,30545.05,28.5292943,15.0,Bronze
32.0,52272.98,23.23681863,12.0,Gold
46.0,33283.35,48.25602702,12.0,Silver
50.0,30961.39,63.27312056,20.0,Bronze
44.0,35984.43,59.27333143,16.0,Silver
53.0,56566.1,57.21358351,17.0,Silver
46.0,25685.17,50.68263963,19.0,Silver
55.0,35127.37,65.73080054,17.0,Bronze
74.0,41053.81,0.0,18.0,Platinum
44.0,64868.08,34.9838939,14.0,Silver
72.0,32220.29,48.12775181,19.0,Bronze
50.0,25364.06,64.09069598,15.0,Gold
50.0,28504.56,79.7953028,21.0,Silver
46.5,61483.78,32.29800584,15.0,Gold
27.0,91524.68,79.14157251,13.0,Silver
22.0,18828.39,40.94876662,12.0,Gold
48.0,21001.5,47.40180434,13.0,Bronze
55.0,33376.31,61.62865038,17.0,Gold
30.0,38387.15,45.93527841,15.0,Gold
48.0,53824.54,72.20235213,21.0,Bronze
64.0,23258.68,41.9079171,14.0,Bronze
69.0,21342.28,42.20930017,23.0,Bronze
73.0,38911.44,71.03959908,15.0,Platinum
32.0,31913.99,34.73751223,12.0,Bronze
46.0,57720.09,54.97858191,11.0,Silver
25.0,46336.25,16.79034665,16.0,Bronze
22.0,47939.24,86.39278704,17.0,Silver
46.0,34467.06,74.13103872,17.0,Silver
64.0,91524.68,105.002144,14.0,Platinum
50.0,23887.87,76.76727463,13.0,Silver
46.5,49286.47,27.40699541,17.0,Gold
62.0,19247.86,63.3729972,12.0,Silver
19.0,21232.03,31.63982476,13.0,Bronze
44.0,26804.56,81.56075014,14.0,Bronze
53.0,82015.35,52.25031423,15.0,Silver
53.0,41437.73,27.01690232,14.0,Platinum
43.0,27031.58,17.80377093,12.0,Gold
60.0,43792.51,40.23240357,17.0,Bronze
44.0,36959.35,36.2104435,16.0,Bronze
48.0,28396.28,24.76701788,9.0,Bronze
37.0,18064.17,89.79618208,12.0,Platinum
28.0,74553.42,60.59761393,14.0,Gold
46.5,40332.35,58.2446908,14.0,Gold
55.0,91524.68,81.78328838,14.0,Silver
23.0,58113.94,55.12515584,15.0,Silver
50.0,47842.03,35.02639597,8.0,Silver
40.0,29213.84,15.99580515,16.0,Bronze
64.0,21001.04,33.89885215,19.0,Silver
63.0,32569.6,80.10831201,19.0,Bronze
